id,Error,MSE,RMSE,MAE,MAPE,NRMSE,SSE,R-squared,Total Difference,lane_kf,type_most_common,vAlpha0_ped,tauAlpha_ped,A_pp,B_pp,A_wall,B_wall,m_gamma,tau_gamma,v_gamma0,a_gamma_max,b_gamma,eta_gamma,mu_gamma,eps_m,A_w,B_w,A_s,B_s,T_i
8821,0.544543439,0.000546667,0.023380915,0.013513119,0.024112877,0.000901678,0.836400788,0.999995878,0.544543439,40,0,1.358,0.5,2056.658613,1.841015647,1493.498434,0.660346978,200,0.5,3.073,4,4,0.3,1.2,3.89390283,2251.073545,1.546134441,925.983385,1.199795188,0.97
8836,0.744551513,0.000617069,0.024840875,0.01445157,0.028383113,0.001076594,0.343090414,0.999995368,0.744551513,39,0,1.358,0.5,2928.364945,1.238838347,2190.075302,0.114764534,200,0.5,3.073,4,4,0.3,1.2,1.502908381,669.4196432,1.317550068,2460.742671,0.411592953,0.97
8837,0.634579158,0.000611953,0.024737679,0.014523192,0.026258566,0.000972484,0.575847532,0.999995188,0.634579158,40,0,1.358,0.5,2424.402853,1.577478558,2590.138659,1.629966186,200,0.5,3.073,4,4,0.3,1.2,2.795694348,2801.975282,1.497730333,577.2588016,0.789863389,0.97
8839,0.605469118,0.00064135,0.025324895,0.014831319,0.027144311,0.000995569,0.6516119,0.999994847,0.605469118,40,0,1.358,0.5,2973.617231,1.540936035,1797.904168,0.756173195,200,0.5,3.073,4,4,0.3,1.2,3.359485752,1804.770815,0.42294192,933.4205621,0.775523719,0.97
8841,0.533283093,0.000587761,0.02424379,0.014000695,0.024674967,0.000929745,0.875176644,0.999995434,0.533283093,40,0,1.358,0.5,2349.667235,1.943552431,1372.947174,0.252657824,200,0.5,3.073,4,4,0.3,1.2,3.605888276,2315.738597,0.885172318,2208.664334,1.117169798,0.97
8842,0.559551183,0.00055511,0.023560782,0.013444964,0.024260159,0.000903714,0.787146611,0.999995614,0.559551183,40,0,1.358,0.5,2861.811873,1.476079217,610.8766461,1.542356843,200,0.5,3.073,4,4,0.3,1.2,2.433173195,2129.195115,0.971026065,958.3692881,1.417097439,0.97
8843,0.558468103,0.000556378,0.023587658,0.013545526,0.024555799,0.000904744,0.79061256,0.999995591,0.558468103,1,0,1.358,0.5,2939.983441,1.625210844,1345.226972,1.763195798,200,0.5,3.073,4,4,0.3,1.2,2.469416605,2948.109395,0.9014128,1968.456386,1.029220286,0.97
8838,0.583832879,0.000473319,0.021755903,0.012076845,0.022059341,0.000833327,0.712818919,0.999996457,0.583832879,40,0,1.358,0.5,2945.0229,1.612300055,766.4243952,1.393736579,200,0.5,3.073,4,4,0.3,1.2,1.517081554,2156.525116,0.412301027,2511.907071,1.742904538,0.97
8845,0.829750316,0.000573134,0.023940209,0.013968702,0.024974837,0.000944693,0.205181825,0.999995249,0.829750316,39,0,1.358,0.5,2921.800035,1.670810961,1401.834795,1.274736727,200,0.5,3.073,4,4,0.3,1.2,1.09923827,2575.712361,0.519115854,2219.296145,1.571622932,0.97
8846,0.786710772,0.00052238,0.022855632,0.013000017,0.024283593,0.000881871,0.271115175,0.999995748,0.786710772,39,0,1.358,0.5,2349.102966,1.697205238,1579.313668,1.052053274,200,0.5,3.073,4,4,0.3,1.2,4.930797445,1582.587223,1.500965373,2652.49722,0.124906836,0.97
8847,0.620100489,0.000479001,0.021886084,0.012316291,0.022867674,0.00085585,0.612641849,0.999996253,0.620100489,40,0,1.358,0.5,2296.075508,1.989618548,1479.506479,1.877312145,200,0.5,3.073,4,4,0.3,1.2,3.625056352,2261.030045,1.293056604,2371.359654,0.769584801,0.97
8848,0.657902455,0.000375981,0.019390238,0.0103822,0.019239379,0.000757739,0.519982169,0.999997225,0.657902455,40,0,1.358,0.5,2751.176496,1.332535048,1273.051797,1.832628913,200,0.5,3.073,4,4,0.3,1.2,0.528446243,1325.384243,1.350387253,1987.671255,0.824996867,0.97
8851,0.822341626,0.000605153,0.024599858,0.014340526,0.024207205,0.000968804,0.216039623,0.999995311,0.822341626,39,0,1.358,0.5,2584.453006,1.62221174,1812.70864,0.598663207,200,0.5,3.073,4,4,0.3,1.2,4.098146691,1991.216012,0.948932756,2339.340363,0.639404181,0.97
8849,0.679286984,0.000479322,0.021893416,0.012196341,0.022379905,0.000855559,0.472131842,0.999996428,0.679286984,40,0,1.358,0.5,2771.458763,1.966862751,2969.553705,1.828712487,200,0.5,3.073,4,4,0.3,1.2,4.590872874,1896.216913,1.771661939,627.5646588,0.748990559,0.97
8852,0.80222054,0.000669946,0.025883309,0.015293233,0.026440026,0.001044489,0.24654001,0.999994764,0.80222054,39,0,1.358,0.5,2931.322131,1.993402917,1037.765343,1.180609185,200,0.5,3.073,4,4,0.3,1.2,1.907198222,2029.196176,0.532845619,1294.413742,1.032150598,0.97
8853,0.771436005,0.000474814,0.021790222,0.01215945,0.021765152,0.000883403,0.296283805,0.999996318,0.771436005,39,0,1.358,0.5,2412.751089,1.717571119,2827.836268,1.934839945,200,0.5,3.073,4,4,0.3,1.2,3.817157808,1345.106647,0.892784272,2729.273961,1.695322666,0.97
8854,0.807642828,0.000505671,0.022487132,0.012515389,0.022441523,0.000914364,0.238171089,0.999996206,0.807642828,39,0,1.358,0.5,2702.03929,1.902879125,2444.596031,1.30250194,200,0.5,3.073,4,4,0.3,1.2,0.994667456,2426.673404,1.893830563,2513.236197,1.056191287,0.97
8855,0.811351016,0.000454125,0.021310217,0.011635189,0.021917089,0.000862396,0.232512168,0.999996385,0.811351016,1,0,1.358,0.5,2977.457672,1.424603042,2353.567352,0.382345487,200,0.5,3.073,4,4,0.3,1.2,0.806559269,1099.446236,1.606731805,2024.62699,1.009643988,0.97
8856,0.923576605,0.000486748,0.022062374,0.012005403,0.022507253,0.000906705,0.082747219,0.99999645,0.923576605,40,0,1.358,0.5,2704.801596,1.88015196,829.8686581,0.875711363,200,0.5,3.073,4,4,0.3,1.2,1.309771571,627.9989605,1.35711578,1467.009614,1.615905856,0.97
8858,0.925669836,0.000393622,0.019839897,0.01080208,0.02155964,0.000808801,0.080298786,0.999996866,0.925669836,39,0,1.358,0.5,2882.299595,1.866248115,2871.850119,1.676955603,200,0.5,3.073,4,4,0.3,1.2,2.970387273,2852.550082,1.932637767,694.0406237,0.723780851,0.97
8859,0.909716856,0.000383178,0.019574935,0.010739833,0.021506619,0.00081672,0.099243125,0.999996683,0.909716856,39,0,1.358,0.5,2648.401895,1.555430614,1013.627495,0.227471982,200,0.5,3.073,4,4,0.3,1.2,1.486897186,597.0599429,0.748973681,858.0741788,1.86701006,0.97
8857,0.94301287,0.000260478,0.016139333,0.008946775,0.019792734,0.000666311,0.060430914,0.999997632,0.94301287,1,0,1.358,0.5,2014.024703,1.31744088,1910.255872,1.853976133,200,0.5,3.073,4,4,0.3,1.2,2.594838087,1780.174888,0.370025929,1474.842556,1.955665685,0.97
8862,0.907696196,0.000210539,0.014509952,0.007744592,0.015268675,0.000556516,0.101690195,0.999998699,0.907696196,39,0,1.358,0.5,2457.097645,1.926202502,685.8345004,0.431475388,200,0.5,3.073,4,4,0.3,1.2,1.475814581,1328.068351,1.487454296,1377.259664,1.946006895,0.97
8861,0.980517094,0.000301061,0.017351112,0.01019892,0.022113563,0.00081746,0.019870032,0.999997595,0.980517094,39,0,1.358,0.5,2988.57736,1.75085584,2629.912088,1.909954006,200,0.5,3.073,4,4,0.3,1.2,2.756873556,1937.171848,1.483162181,1783.612064,0.356549026,0.97
8865,0.994273798,4.06E-05,0.006368485,0.003622394,0.007376728,0.000254555,0.00575918,0.999999769,0.994273798,1,0,1.358,0.5,2113.565952,1.384663297,2421.895539,1.133412734,200,0.5,3.073,4,4,0.3,1.2,2.547761764,972.0605427,0.419005977,733.6289489,0.679707242,0.97
8850,0.993412562,6.57E-05,0.008102756,0.004393029,0.008836076,0.000324434,0.00663112,0.999999639,0.993412562,39,0,1.358,0.5,2525.317018,1.608466364,2764.251089,1.968593222,200,0.5,3.073,4,4,0.3,1.2,2.120514513,945.4017639,0.659130206,583.9609587,0.212576153,0.97
8867,0.941570779,0.000217737,0.014755915,0.007772941,0.015807445,0.000570132,0.062055049,0.999998541,0.941570779,39,0,1.358,0.5,2831.176174,1.7470843,680.722503,1.352028425,200,0.5,3.073,4,4,0.3,1.2,1.793679378,1327.366379,1.142034562,1649.300067,1.235648517,0.97
8868,0.995390598,4.54E-05,0.006737914,0.003988541,0.008115206,0.000268995,0.004630747,0.999999712,0.995390598,39,0,1.358,0.5,2587.004034,1.319675618,832.0181275,1.666134724,200,0.5,3.073,4,4,0.3,1.2,2.677030475,2575.625163,1.456745321,2670.175045,0.615835867,0.97
8872,0.912920535,0.0003726,0.019302849,0.010618363,0.020829529,0.000784062,0.095385591,0.999997135,0.912920535,39,0,1.358,0.5,2866.648394,1.990250757,2727.996839,0.337679002,200,0.5,3.073,4,4,0.3,1.2,1.693322151,1358.194247,0.849162873,879.659251,0.999148244,0.97
8871,0.915564308,0.000325875,0.018052003,0.009740741,0.019762425,0.000733254,0.092222569,0.99999748,0.915564308,40,1,1.358,0.5,2892.03079,1.412845861,2889.887304,1.221865961,200,0.5,3.073,4,4,0.3,1.2,2.798059077,1441.893678,1.893162008,2030.360134,0.398937448,0.97
8874,0.903275909,0.000270408,0.016444078,0.008451673,0.016398031,0.000675088,0.107081446,0.99999752,0.903275909,39,0,1.358,0.5,2221.253014,1.081522661,1899.00421,0.622699757,200,0.5,3.073,4,4,0.3,1.2,3.802023946,2377.694767,0.217299431,1502.045957,1.292300564,0.97
8875,0.958329734,0.000378106,0.019444946,0.010554701,0.021317543,0.000804795,0.04348218,0.999997514,0.958329734,40,0,1.358,0.5,2658.795053,1.608791202,2981.667549,0.676223001,200,0.5,3.073,4,4,0.3,1.2,2.913400721,2996.428529,0.514645692,2936.131509,1.941057762,0.97
8869,0.88362387,0.000391974,0.019798332,0.010700978,0.020515094,0.000834799,0.131703243,0.999996395,0.88362387,39,0,1.358,0.5,2472.613245,1.952240388,2795.934848,0.479878718,200,0.5,3.073,4,4,0.3,1.2,2.731563642,1503.631193,0.899012062,2907.831117,1.385526726,0.97
8876,0.98667764,0.000270045,0.016433041,0.008458897,0.021298199,0.000802997,0.013502241,0.999997711,0.98667764,39,0,1.358,0.5,2159.428371,1.839665528,1894.642565,0.76000736,200,0.5,3.073,4,4,0.3,1.2,0.824493517,1262.997544,1.929568216,2262.757776,0.159161986,0.97
8877,0.928062915,0.000379966,0.019492728,0.010196479,0.017911271,0.00081758,0.077513155,0.999994032,0.928062915,39,0,1.358,0.5,2642.942736,1.832913574,2419.661426,0.85572818,200,0.5,3.073,4,4,0.3,1.2,3.024543114,2617.220095,1.195424868,2104.658699,1.495478279,0.97
8870,0.914784905,0.000388138,0.019701221,0.010129642,0.020866211,0.000823541,0.093153149,0.999993001,0.914784905,39,0,1.358,0.5,2954.816212,1.723008998,1156.119876,1.518996437,200,0.5,3.073,4,4,0.3,1.2,1.680607467,1538.256105,1.507426396,1800.837945,0.896930814,0.97
8878,0.964336913,0.000339284,0.018419669,0.008992184,0.016432415,0.001337082,0.036981979,0.999992567,0.964336913,39,0,1.358,0.5,2863.805401,1.955983231,2898.313468,0.335081012,200,0.5,3.073,4,4,0.3,1.2,3.130694248,1828.325515,1.088011421,1726.370771,0.688123713,0.97
8879,0.97951959,0.000475196,0.021798993,0.012184985,0.033467483,0.005374684,0.020908627,0.999848734,0.97951959,39,0,1.358,0.5,2817.811628,1.345333483,2545.964605,0.268006068,200,0.5,3.073,4,4,0.3,1.2,2.118274377,1859.503605,1.956949566,2353.532333,1.012746231,0.97
8881,2.22E-17,1.81E+13,4256302.095,60264.00798,116096.6649,135618.2462,4.51E+16,-1.07E+11,2.22E-17,40,0,1.358,0.5,2652.40167,0.097499248,2843.030575,1.470456995,200,0.5,3.073,4,4,0.3,1.2,4.281967537,2567.517512,1.420036226,2168.415444,0.685317387,0.97
8882,0.999842579,7.87E-06,0.002805759,0.001738835,0.002363236,0.000313535,0.000157446,0.999999769,0.999842579,1,0,1.358,0.5,2967.994072,1.532544377,929.8412727,0.104425374,200,0.5,3.073,4,4,0.3,1.2,3.283061299,2543.920146,1.524662117,2107.510887,1.151743507,0.97
8884,0.970456585,0.000134109,0.011580555,0.005364348,0.006496047,0.000742735,0.0304428,0.999997476,0.970456585,41,0,1.358,0.5,2655.267709,1.863924239,2957.877597,0.447203871,200,0.5,3.073,4,4,0.3,1.2,4.243589327,1982.414091,0.131154873,1763.487543,0.150120424,0.97
8886,0.973459589,0.000225322,0.015010742,0.007529575,0.01029647,0.001382289,0.027264009,0.999990916,0.973459589,1,0,1.358,0.5,2669.245656,1.819058046,1716.283473,0.401158243,200,0.5,3.073,4,4,0.3,1.2,3.580102121,700.3217859,0.566992187,700.4473961,0.6899839,0.97
8887,0.772261443,0.000164289,0.012817516,0.00415799,0.007353048,0.000414209,0.294898262,0.999999326,0.772261443,40,0,1.358,0.5,2869.211155,1.771579471,1377.95054,1.850745411,200,0.5,3.073,4,4,0.3,1.2,0.566270761,2888.897035,1.692837477,2209.950911,0.653247989,0.97
8890,0.750889574,0.000171804,0.013107407,0.004577138,0.008392403,0.000423577,0.331753743,0.999999308,0.750889574,40,0,1.358,0.5,2316.6989,1.639780978,681.9928354,1.965121707,200,0.5,3.073,4,4,0.3,1.2,3.354511793,1902.930983,1.729911732,2034.924087,0.085012918,0.97
8891,0.999156561,3.47E-06,0.001863832,0.000911349,0.00100927,7.38E-05,0.000844151,0.999999983,0.999156561,41,0,1.358,0.5,1145.066126,0.766897461,1956.957895,1.552031159,200,0.5,3.073,4,4,0.3,1.2,2.518653242,1615.774652,1.768077279,2696.63211,1.594520314,0.97
8893,0.80937567,0.000431356,0.020769104,0.009177897,0.016658857,0.000776059,0.235520213,0.99999765,0.80937567,41,0,1.358,0.5,2624.759585,1.505560236,2979.363146,1.062978305,200,0.5,3.073,4,4,0.3,1.2,0.94774196,2207.465935,0.499493407,723.1816549,1.478734073,0.97
8895,0.806380239,0.00046805,0.021634468,0.009764007,0.017818816,0.000808394,0.240109754,0.999997436,0.806380239,41,0,1.358,0.5,2994.886247,1.622315796,1369.554175,0.858744109,200,0.5,3.073,4,4,0.3,1.2,1.53530393,1619.759863,1.113062183,2433.289198,1.612512553,0.97
8894,0.79617684,0.000447557,0.021155533,0.009535858,0.017474281,0.000790498,0.256002372,0.999997719,0.79617684,41,0,1.358,0.5,2909.978227,1.91080059,1738.457157,0.272619267,200,0.5,3.073,4,4,0.3,1.2,0.764805241,2705.604057,0.645882393,2556.015798,0.057766777,0.97
8896,0.803113211,0.000433902,0.020830307,0.009249319,0.017241624,0.000750285,0.245154465,0.999997847,0.803113211,41,0,1.358,0.5,2659.642592,1.839002539,1356.537996,1.061178552,200,0.5,3.073,4,4,0.3,1.2,4.611760377,1630.971378,1.294609211,1232.790792,1.048583668,0.97
8883,0.849624502,0.000149738,0.012236756,0.004203777,0.008188453,0.000397468,0.176990538,0.999999435,0.849624502,39,0,1.358,0.5,2989.25468,1.799857803,1644.618575,1.819336476,200,0.5,3.073,4,4,0.3,1.2,1.915557568,2544.096643,1.956673049,1439.018585,0.628325581,0.97
8898,0.972215941,6.58E-05,0.008114684,0.002531553,0.004583084,0.000263729,0.028578074,0.999999769,0.972215941,41,0,1.358,0.5,2374.126543,1.941539573,1819.574841,0.85332502,200,0.5,3.073,4,4,0.3,1.2,3.786259033,1798.321498,0.082891458,2690.216905,1.422781108,0.97
8899,0.955619478,6.98E-05,0.008356855,0.002602088,0.005004603,0.000271664,0.046441625,0.999999743,0.955619478,39,0,1.358,0.5,2935.259843,1.866649315,2375.601754,0.12764489,200,0.5,3.073,4,4,0.3,1.2,3.423508249,2244.493062,0.73826437,2965.02456,0.386426914,0.97
8901,0.985465469,0.000163877,0.012801432,0.004878924,0.009916919,0.000416391,0.014748899,0.999999411,0.985465469,41,0,1.358,0.5,2791.617045,1.395031195,2635.771347,0.555833787,200,0.5,3.073,4,4,0.3,1.2,4.30828768,1090.411725,0.116189393,2514.041974,0.484929607,0.97
8902,0.988083227,0.00010673,0.010331024,0.003837922,0.007222387,0.000342449,0.012060496,0.999999614,0.988083227,41,0,1.358,0.5,2903.373543,1.716169627,2594.873332,0.505744252,200,0.5,3.073,4,4,0.3,1.2,2.458837139,1580.144381,0.548405755,1126.932508,1.370445756,0.97
8888,0.973064391,0.000217962,0.014763548,0.007692133,0.015918004,0.000593261,0.027681219,0.999999,0.973064391,39,0,1.358,0.5,2457.789334,1.44459691,1110.402898,0.858373465,200,0.5,3.073,4,4,0.3,1.2,2.490453851,2449.97246,0.368325305,2337.691023,0.992097583,0.97
8904,0.96133728,0.00026459,0.016266215,0.00910121,0.01864045,0.000558355,0.040217643,0.999998804,0.96133728,1,0,1.358,0.5,2727.231829,1.913555367,561.912451,0.732791665,200,0.5,3.073,4,4,0.3,1.2,0.970198905,2520.489623,0.618815879,1367.885106,1.144825563,0.97
8905,0.434524853,0.000625957,0.02501913,0.014548092,0.025406906,0.000839214,1.301364336,0.999995884,0.434524853,39,0,1.358,0.5,2506.464441,1.958380415,2959.817866,0.920989446,200,0.5,3.073,4,4,0.3,1.2,2.392984798,1069.362701,1.01847115,1112.731722,1.248055114,0.97
8906,0.650338023,0.000538739,0.02321076,0.013440032,0.024349519,0.000779634,0.5376619,0.99999676,0.650338023,40,0,1.358,0.5,2615.020702,1.721372376,2830.970949,0.20520679,200,0.5,3.073,4,4,0.3,1.2,0.975185272,2020.01815,1.981968307,1976.574874,1.782894269,0.97
8908,0.964968189,0.00030253,0.017393387,0.010139812,0.019622465,0.000622308,0.036303591,0.999998476,0.964968189,40,0,1.358,0.5,2945.770428,1.634535006,2737.552971,0.754570302,200,0.5,3.073,4,4,0.3,1.2,0.725302487,2527.969644,0.306268374,790.058197,0.361643782,0.97
8907,0.411874523,0.000657424,0.025640272,0.015029107,0.025692226,0.000853151,1.427923904,0.999995639,0.411874523,40,0,1.358,0.5,2750.92681,1.994102833,2377.794562,1.501638142,200,0.5,3.073,4,4,0.3,1.2,0.608760709,1089.372829,1.390437825,2990.573292,1.178166959,0.97
8910,0.572067856,0.000599395,0.024482535,0.014260867,0.025733442,0.000822247,0.748044378,0.999996153,0.572067856,41,0,1.358,0.5,2651.071346,1.674009102,1718.007522,0.395836064,200,0.5,3.073,4,4,0.3,1.2,1.112156473,799.3207603,0.510976642,1160.326044,1.71656056,0.97
8911,0.759130085,0.000503646,0.02244207,0.013201971,0.023568185,0.000756346,0.317297285,0.999997047,0.759130085,40,0,1.358,0.5,2865.015216,1.656344801,1513.453478,0.646724112,200,0.5,3.073,4,4,0.3,1.2,0.624846138,2982.346216,0.604880975,887.4632755,1.089968097,0.97
8913,0.775098613,0.000498554,0.022328322,0.013125943,0.02305011,0.000752219,0.290158418,0.999996965,0.775098613,39,0,1.358,0.5,2344.910358,1.838219652,1840.196989,0.4821111,200,0.5,3.073,4,4,0.3,1.2,1.882090685,2285.820475,0.631542343,1097.836966,0.339591941,0.97
8915,0.781888801,0.000481786,0.02194963,0.012878977,0.022947772,0.000739178,0.278954244,0.99999702,0.781888801,39,0,1.358,0.5,2885.536793,1.297566906,2292.983371,1.838818506,200,0.5,3.073,4,4,0.3,1.2,2.38397168,2199.785038,0.477432054,2743.272525,1.911692826,0.97
8916,0.478667496,0.00064637,0.025423801,0.014871051,0.026333963,0.000852787,1.089132869,0.999995517,0.478667496,40,0,1.358,0.5,2340.357735,1.987232343,1428.520123,0.117330866,200,0.5,3.073,4,4,0.3,1.2,2.399405053,1960.139855,0.30319193,2590.537132,0.58229646,0.97
8889,0.74057754,0.000555147,0.023561549,0.013904124,0.024972887,0.000792602,0.350297498,0.999996479,0.74057754,40,0,1.358,0.5,2923.915639,1.498536008,1957.743488,1.961088983,200,0.5,3.073,4,4,0.3,1.2,1.260116147,1443.020899,0.060413597,2668.542208,0.826448288,0.97
8914,0.865407588,0.000471288,0.021709157,0.012847982,0.023380647,0.000734823,0.155524881,0.999997104,0.865407588,1,0,1.358,0.5,2117.160006,1.922113816,1359.788896,0.256683322,200,0.5,3.073,4,4,0.3,1.2,2.239042636,1688.385624,0.055309134,1281.628837,1.118349879,0.97
8912,0.57913816,0.000666701,0.025820547,0.015165029,0.027164163,0.000867184,0.726703693,0.999995495,0.57913816,39,0,1.358,0.5,2719.152393,1.875112035,1509.410002,1.850244099,200,0.5,3.073,4,4,0.3,1.2,2.360659473,2345.522479,1.95861765,766.0312579,0.407948706,0.97
8917,0.468177583,0.000681429,0.026104189,0.015356027,0.027262086,0.00087561,1.135941654,0.999995223,0.468177583,39,0,1.358,0.5,2882.289388,1.628785551,2605.054115,0.594875799,200,0.5,3.073,4,4,0.3,1.2,3.7362439,1470.504502,0.477096379,1026.318603,0.50467455,0.97
8918,0.446377925,0.00066573,0.025801735,0.015166705,0.025981726,0.000865651,1.240254151,0.999995367,0.446377925,40,0,1.358,0.5,2777.176516,1.629260608,2951.523235,1.421042879,200,0.5,3.073,4,4,0.3,1.2,1.758892949,1333.08377,1.233569645,1258.142459,1.752857674,0.97
8909,0.425654702,0.000698046,0.026420552,0.015576981,0.026380453,0.00088118,1.349322103,0.999995174,0.425654702,40,0,1.358,0.5,2904.07547,1.87897139,573.9828828,0.638966375,200,0.5,3.073,4,4,0.3,1.2,4.731808315,2606.201805,0.070241321,743.0579512,0.280225292,0.97
8892,0.435976912,0.000684859,0.026169819,0.015412577,0.026106983,0.000874551,1.29369944,0.999995238,0.435976912,40,0,1.358,0.5,2844.704037,1.741988613,1599.793916,1.410038712,200,0.5,3.073,4,4,0.3,1.2,4.806792634,2133.007807,1.962475774,584.2951337,1.645879239,0.97
8919,0.765325197,0.000590817,0.024306731,0.014283089,0.025360537,0.000818366,0.306634101,0.999996087,0.765325197,39,0,1.358,0.5,2725.267792,1.672968851,1309.827293,0.445298317,200,0.5,3.073,4,4,0.3,1.2,0.74742562,1968.308004,1.271852011,1892.864926,1.029187947,0.97
8921,0.731908782,0.000643744,0.025372116,0.014796422,0.025941605,0.000853913,0.366290479,0.999995614,0.731908782,1,0,1.358,0.5,2703.831968,1.704171802,2963.077829,1.236843573,200,0.5,3.073,4,4,0.3,1.2,1.509414323,2875.259948,0.905995051,513.3949444,1.41174774,0.97
8900,0.939445735,0.000405393,0.020134366,0.011733166,0.019466246,0.000681221,0.064457438,0.999997335,0.939445735,40,0,1.358,0.5,1622.509447,1.940436899,2296.596062,1.012642443,200,0.5,3.073,4,4,0.3,1.2,3.411122833,2465.453147,1.888947972,2309.034976,1.242434064,0.97
8920,0.810627986,0.000584029,0.024166686,0.013992394,0.024635078,0.000819098,0.233611493,0.999996055,0.810627986,39,0,1.358,0.5,2430.473697,1.553784664,1256.000473,0.229082886,200,0.5,3.073,4,4,0.3,1.2,0.685413753,1158.053631,0.84786954,894.2308561,0.977404051,0.97
8922,0.668521683,0.000625268,0.025005366,0.014664252,0.026139749,0.000846983,0.495837795,0.999995592,0.668521683,39,0,1.358,0.5,2524.812088,1.402930354,1947.62384,0.36888368,200,0.5,3.073,4,4,0.3,1.2,4.731069666,2402.780595,1.111957094,939.0636331,1.263752116,0.97
8924,0.451371686,0.000672273,0.025928222,0.014991393,0.025272676,0.000870647,1.215469051,0.999995423,0.451371686,40,0,1.358,0.5,2717.730463,1.834227204,1158.698034,0.162197351,200,0.5,3.073,4,4,0.3,1.2,4.620128198,1318.104669,0.775467484,2887.305398,0.578795752,0.97
8925,0.548029428,0.000717147,0.026779608,0.015710646,0.028028398,0.000911525,0.824719528,0.999994635,0.548029428,39,0,1.358,0.5,2683.068913,1.641897366,2641.671222,0.346980434,200,0.5,3.073,4,4,0.3,1.2,1.909157246,2882.335993,1.357684758,1676.03784,0.299196631,0.97
8926,0.614836514,0.000754757,0.027472848,0.01603216,0.029119023,0.000936005,0.626448621,0.999994323,0.614836514,40,0,1.358,0.5,2772.592696,1.937645401,1926.689655,1.959515589,200,0.5,3.073,4,4,0.3,1.2,2.028458029,2271.904041,0.895527573,1458.614036,0.103555255,0.97
8927,0.588108549,0.000719062,0.026815331,0.015653352,0.028343166,0.000913574,0.700366372,0.999994547,0.588108549,39,0,1.358,0.5,2438.515301,1.925085185,1858.974798,0.938935733,200,0.5,3.073,4,4,0.3,1.2,2.975426188,2255.793387,1.909384076,577.5757981,0.285280535,0.97
8928,0.47838484,0.000678511,0.026048244,0.0151243,0.025396549,0.000876724,1.090367243,0.999995317,0.47838484,40,0,1.358,0.5,2879.530573,1.642875254,1719.28301,1.586945512,200,0.5,3.073,4,4,0.3,1.2,3.535586467,941.4184158,1.53831399,2752.78775,0.065211885,0.97
8903,0.498838788,0.000557213,0.023605367,0.013362817,0.022406488,0.00079151,1.004655662,0.999996343,0.498838788,40,0,1.358,0.5,2576.135644,1.363387893,2195.966919,1.919222977,200,0.5,3.073,4,4,0.3,1.2,4.071565618,2831.007807,1.887326934,1005.311348,1.024343168,0.97
8930,0.671656865,0.000747485,0.02734018,0.016181638,0.028893876,0.000931689,0.488855474,0.999994156,0.671656865,1,0,1.358,0.5,2875.722328,1.737377617,584.4142949,1.777794838,200,0.5,3.073,4,4,0.3,1.2,3.082714551,1100.821363,0.954350046,681.1713447,1.836282385,0.97
8931,0.540456345,0.000586406,0.024215814,0.013933418,0.022750403,0.000815049,0.850288203,0.999996097,0.540456345,1,0,1.358,0.5,2588.248245,1.404503249,2257.443169,0.107053446,200,0.5,3.073,4,4,0.3,1.2,1.800254739,1743.960988,0.162660376,1438.705763,0.429896874,0.97
8932,0.535879363,0.000682499,0.026124688,0.015296992,0.024894019,0.000879297,0.866091642,0.999995218,0.535879363,40,0,1.358,0.5,2791.334548,1.936215501,1339.544693,0.980857214,200,0.5,3.073,4,4,0.3,1.2,4.159114808,2891.803029,0.30175693,2754.775682,1.786130441,0.97
8933,0.66795849,0.000768314,0.027718474,0.016442964,0.029050249,0.000944857,0.497099019,0.999993992,0.66795849,39,0,1.358,0.5,2848.032007,1.929567526,2029.461853,1.364997782,200,0.5,3.073,4,4,0.3,1.2,1.91685378,618.9556976,0.45079426,2404.711293,1.370838715,0.97
8934,0.876292506,0.000702346,0.026501803,0.015420171,0.028220025,0.001072643,0.141171462,0.999994349,0.876292506,39,0,1.358,0.5,2985.758482,1.594732657,1776.838633,1.682468097,200,0.5,3.073,4,4,0.3,1.2,4.782553415,1948.233185,0.703844516,2591.697029,1.724709209,0.97
8936,0.686972404,0.000629368,0.025087211,0.014684107,0.022860517,0.000996674,0.455662547,0.99999535,0.686972404,40,0,1.358,0.5,2463.924571,1.444206234,1015.543615,0.99557253,200,0.5,3.073,4,4,0.3,1.2,4.246206377,1755.935711,0.963179608,2777.281409,1.380172694,0.97
8939,0.819780805,0.000631719,0.025134024,0.014801614,0.020401191,0.001040466,0.219838271,0.999995563,0.819780805,39,0,1.358,0.5,2821.189627,1.402631203,1792.795307,0.14444396,200,0.5,3.073,4,4,0.3,1.2,0.891888585,2250.153678,0.821407572,1975.061736,1.570281972,0.97
8940,0.7159331,0.000482699,0.021970411,0.012215579,0.018399482,0.000853789,0.396778554,0.999997181,0.7159331,39,0,1.358,0.5,2110.070649,1.630930546,2390.888726,1.801168635,200,0.5,3.073,4,4,0.3,1.2,0.602478482,2179.392344,1.621843274,1751.476367,0.108004142,0.97
8942,0.904916255,0.000580523,0.024094042,0.014268525,0.017024713,0.000988188,0.105074635,0.999996241,0.904916255,1,0,1.358,0.5,2799.743654,1.566862828,1960.476564,0.355941523,200,0.5,3.073,4,4,0.3,1.2,1.518126906,1143.792569,1.953728501,2077.424479,0.954092597,0.97
