id,best_fitness,MSE,RMSE,MAE,MAPE,NRMSE,SSE,R-squared,Error,Wc_pp,Wc_pb,Wc_pbar,Wc_bp,Wc_bb,Wc_bbar,eta_ped,xi_ped,tau_ped,v_pref_ped,eta_bike,xi_bike,tau_bike,v_pref_bike
8304,0.996083186,0.003932215,0.06270738,0.028154515,0.05141337,0.002224965,1.694784878,0.999974395,0.996083186,185.6247647,281.8536877,45.0368692,2194.620511,1726.784241,1581.865612,1.237886252,1.027185863,0.456102978,1.358,3.832239948,3.765091739,0.875296125,3.073
8305,0.985978902,0.014220484,0.119249672,0.033352844,0.062172506,0.004143537,15.82739907,0.999929269,0.985978902,200.5443208,248.4808461,56.95560113,1516.258,2045.258742,1514.000396,1.369668451,1.988862161,0.433016755,1.358,4.837954966,2.087302493,0.657943738,3.073
8311,0.996093047,0.003922277,0.062628085,0.02808491,0.05155593,0.002222151,1.690501379,0.99997446,0.996093047,184.5366368,261.4661094,118.0413383,1879.557157,1903.490911,1171.970134,1.154104154,1.659050283,0.440520285,1.358,3.916261965,5.147502643,0.504969531,3.073
8307,0.997530959,0.002475152,0.049750897,0.021433973,0.039450834,0.001755748,1.891015948,0.999985389,0.997530959,206.2847226,281.564435,30.90520901,1697.66082,1578.068105,1631.166411,1.224067013,1.935402312,0.845757772,1.358,2.280561669,2.885092489,0.732533759,3.073
8310,0.997557921,0.002448057,0.049477843,0.021320727,0.039374983,0.001749915,1.907036377,0.999985534,0.997557921,195.081908,316.4831423,76.95350252,2123.175576,2047.538299,1539.389342,1.405707274,4.504367634,1.368446856,1.358,3.642120953,2.032904966,0.793660541,3.073
8309,0.996933319,0.003076115,0.055462734,0.024525737,0.045551676,0.001928575,2.842330155,0.999982436,0.996933319,178.9957001,224.9735407,61.24021976,1909.589424,1908.91563,1242.160977,1.022344468,2.812081806,1.295452477,1.358,3.562261525,2.774191305,0.742750369,3.073
8321,0.998549238,0.001452869,0.038116524,0.01830521,0.037601373,0.001336532,0.881891704,0.999990565,0.998549238,182.1202081,239.5330997,76.36325676,1680.435672,2070.811684,1480.576425,1.369577452,4.140967885,0.907225349,1.358,3.513141283,3.806472593,0.330676034,3.073
8320,0.996685378,0.003325645,0.057668404,0.026019389,0.049542836,0.002018191,2.690446676,0.999980441,0.996685378,182.9453249,275.2514501,110.7411659,1895.233217,1885.004751,967.1973793,2.529353251,3.448259524,1.095591643,1.358,2.204410883,2.700837184,0.540142611,3.073
8327,0.995597585,0.004421882,0.066497233,0.030345562,0.055361284,0.002334517,2.250737926,0.999974155,0.995597585,204.3551642,260.0400195,115.0206814,1624.810105,1853.696145,902.084911,3.0180505,4.587010886,0.353941055,1.358,3.143562473,4.879284795,0.984158366,3.073
8324,0.993027032,0.007021931,0.083796965,0.042990923,0.088665949,0.002829851,5.968641574,0.999947474,0.993027032,203.7394461,285.9209347,47.90218528,2061.238205,1608.10162,1018.976183,3.166643729,2.154006158,0.449737875,1.358,5.159102749,3.971618872,0.301077125,3.073
8328,0.861080303,0.161331871,0.401661389,0.05933459,0.119046954,0.013844123,79.05261694,0.998693559,0.861080303,172.0302692,288.1544461,119.1784387,2071.120648,1647.351068,1411.844899,1.760728516,4.038298242,1.405977991,1.358,5.557705723,2.827839497,0.75720989,3.073
8335,0.992431183,0.007626541,0.087330068,0.044880044,0.09171744,0.002953223,3.988680851,0.99993973,0.992431183,191.9903871,304.0429815,75.59681383,2012.503316,1735.204745,1432.173226,1.730503607,4.544714168,1.262428704,1.358,3.799813863,5.741040926,0.395100716,3.073
8334,0.993204003,0.006842499,0.082719399,0.042522533,0.095289718,0.002945058,4.153396923,0.999924317,0.993204003,187.6508464,206.0647122,56.92769326,1852.126114,1870.338204,994.5938067,1.483212541,1.089727552,0.831554563,1.358,2.978239827,3.53100165,0.660981411,3.073
8347,0.995825663,0.004191835,0.064744382,0.033658046,0.069491886,0.002486521,0.938971048,0.999972588,0.995825663,183.817224,249.2216902,50.22519066,2040.619525,2012.499433,1460.573848,1.077731185,2.302385672,1.209994413,1.358,3.063588596,4.408140992,0.719730999,3.073
8342,0.995396199,0.004625094,0.068008041,0.028909081,0.05811456,0.002614786,2.497550548,0.999977497,0.995396199,194.5685054,206.5880259,116.684465,1807.167103,1567.599572,984.8805006,3.361138905,1.81802941,0.429918192,1.358,2.795809447,5.705639691,0.961532364,3.073
8351,0.995242711,0.004780029,0.069137751,0.030792269,0.065005914,0.002658222,1.457908731,0.999978147,0.995242711,188.3624461,236.7805882,35.62639463,2059.038536,1903.66203,1218.601763,3.856087899,3.956290307,0.503309064,1.358,2.674662481,3.217294492,0.855392582,3.073
8352,0.995429574,0.004591411,0.067759951,0.027930883,0.056072584,0.002598127,2.318662562,0.99997499,0.995429574,188.5816524,191.3356112,34.71460138,1991.798643,1843.932315,1496.649469,1.911767742,1.486266932,0.514260279,1.358,5.44968633,5.294105539,0.523977193,3.073
8354,0.995107386,0.00491667,0.070118968,0.029685571,0.0554621,0.002606336,2.61566823,0.99997258,0.995107386,208.6915505,200.137952,40.25545335,1755.29486,2131.373032,1189.090198,2.999917492,4.129706211,0.574311085,1.358,5.161847784,4.369569049,0.770816395,3.073
8355,0.99412735,0.005907341,0.076859231,0.029977951,0.063673023,0.002956679,1.795831768,0.99997166,0.99412735,180.6548583,221.0351329,29.01185923,2149.436067,2188.039919,1038.723291,3.865718351,4.685307281,1.039522874,1.358,3.330284453,5.281104963,0.533743844,3.073
8356,0.994859421,0.005167141,0.071882829,0.03176611,0.055051075,0.002669242,2.33038066,0.999962529,0.994859421,198.0909507,235.9051837,82.8749196,1968.398126,2116.579378,1310.266918,4.397790867,1.236742605,0.51662489,1.358,2.556390405,5.592574237,0.561981866,3.073
8358,0.995632626,0.004386532,0.066230897,0.029858894,0.047038733,0.002462379,1.193136635,0.999969931,0.995632626,191.2799857,264.5075016,98.95407401,1896.680658,2023.202582,1461.53473,3.272050461,3.305962333,1.133222893,1.358,4.831000243,3.995364182,0.664208276,3.073
8363,0.993375528,0.006668649,0.081661794,0.035973072,0.072668403,0.003104136,1.61381298,0.99990684,0.993375528,178.7045271,189.8478454,59.38961146,1825.225505,2064.96743,1625.533298,2.614873,2.391025041,0.886721676,1.358,4.031843625,5.445843111,0.974960842,3.073
8365,0.993971669,0.006064892,0.077877419,0.031311793,0.064832745,0.005778795,1.097745512,0.99982559,0.993971669,184.7388482,240.7461148,98.65312583,1684.127672,2002.259082,1575.144918,3.835805289,4.652469585,0.379879689,1.358,5.292237452,3.823293011,0.535957849,3.073
8368,0.990711333,0.009375755,0.096828484,0.050515305,0.070349368,0.005771998,0.731308907,0.99994593,0.990711333,195.4975443,218.8869365,55.01587955,2171.812164,2005.320003,1565.371517,1.288693057,4.927242926,0.894190795,1.358,3.310778606,2.94122223,0.433967784,3.073
8370,0.983403311,0.016876788,0.129910691,0.075902692,0.118965928,0.007677134,2.092721668,0.999864436,0.983403311,202.6439756,319.3317008,65.15145183,1603.176438,1785.989511,916.4819365,4.911977078,3.457538328,0.480563834,1.358,4.122869293,3.551850738,0.688386231,3.073
8367,0.813891185,0.228665476,0.478189791,0.122220292,0.208866155,0.025720112,142.9159224,0.997527837,0.813891185,200.6056401,226.7103785,43.73197666,2138.66561,2127.937043,1165.259989,4.448187953,2.2566345,0.76840242,1.358,5.381094537,4.230997239,0.720618968,3.073
8375,0.980880426,0.019492258,0.139614676,0.082440442,0.123370621,0.007729675,4.697634089,0.999789605,0.980880426,190.100062,318.3453934,47.82521492,2016.563734,2095.42312,1157.962525,1.102194275,1.32463771,1.468217378,1.358,3.358030201,5.234729535,0.629561361,3.073
8376,0.980515097,0.01987211,0.14096847,0.083665539,0.126360827,0.00814678,4.471224663,0.999782752,0.980515097,170.4312077,299.2239743,89.73222106,2086.630748,1777.485543,1249.324287,3.151431709,1.367461054,1.135354948,1.358,3.636926009,3.36398832,0.987347565,3.073
8373,0.976798077,0.02375304,0.154120212,0.083761427,0.142976667,0.005143861,24.34686568,0.999820101,0.976798077,182.7119536,236.8271186,95.67154617,2197.646539,1896.205656,1043.80557,1.543033193,4.606460484,0.862526553,1.358,5.40225386,4.588928642,0.894463514,3.073
8379,0.739185427,0.352840524,0.594003808,0.116013166,0.2076029,0.020079573,204.6475038,0.996691313,0.739185427,185.7636702,187.7075217,26.80475597,1616.270849,2071.045985,1581.636274,3.647106249,2.08443779,1.373009356,1.358,3.436608052,2.9368531,0.427704935,3.073
8383,0.970388153,0.030515466,0.174686765,0.10015238,0.179943933,0.009789093,8.635876869,0.999672204,0.970388153,197.1586794,188.9429748,42.24524588,2197.065131,2146.3637,1013.829283,1.266515923,1.907754809,0.720100426,1.358,2.97929266,3.358138971,0.693441853,3.073
8384,0.971683243,0.029141963,0.170710173,0.093338664,0.1724402,0.005774073,17.68917163,0.999707897,0.971683243,208.9998067,263.7490405,53.1427782,1712.743594,1754.486562,1362.921849,1.65895145,1.830968263,0.722321236,1.358,3.7971151,2.904406808,0.502075633,3.073
8387,0.970538157,0.030356192,0.174230285,0.092466433,0.16971637,0.00597402,12.99245032,0.999683356,0.970538157,198.8371914,204.1690679,27.76253258,1750.183338,1616.709048,1092.944308,4.502488965,2.780791561,0.978901312,1.358,2.816418101,4.889390219,0.739917314,3.073
8389,0.991846226,0.008220804,0.090668651,0.041762314,0.071001702,0.003007728,3.271880121,0.999960464,0.991846226,193.3214996,215.8850863,40.41268467,1780.953798,1814.627659,1313.143434,2.023748239,3.57507681,1.149622317,1.358,5.212135669,2.413947659,0.64644895,3.073
8390,0.991924842,0.008140897,0.090226917,0.041386912,0.070530861,0.002995161,3.101681604,0.999960779,0.991924842,177.8676675,194.3795179,71.54880408,1791.290806,1581.991379,1335.731644,3.019746528,3.58036805,0.760226786,1.358,5.111026455,2.41597787,0.958678674,3.073
8392,0.996351362,0.003662,0.060514457,0.027636537,0.054172485,0.001974219,2.750161632,0.999972208,0.996351362,205.1255055,305.6341171,55.06313349,1750.655877,1740.940689,1525.848877,3.228125232,2.431251197,1.14376108,1.358,2.636391915,3.451011708,0.434121018,3.073
8357,0.996423928,0.003588906,0.059907478,0.027463695,0.053999723,0.001960804,2.619901326,0.999971996,0.996423928,181.8207587,252.6678173,50.57003804,2033.070748,1780.514894,1512.941405,1.701102215,1.403087988,0.898984008,1.358,4.079538036,5.521798113,0.465088937,3.073
8391,0.996852684,0.003157252,0.056189434,0.025398108,0.052449953,0.00184592,3.435090657,0.999971313,0.996852684,179.4680967,266.0601475,44.69083782,2202.205193,1980.226113,1207.261658,3.086217892,4.77271217,0.499255264,1.358,5.973711502,4.377495805,0.593530457,3.073
8394,0.997053609,0.002955098,0.054360811,0.0243751,0.050580163,0.001791993,3.631815112,0.999972475,0.997053609,192.548807,300.3557576,80.09800797,1888.516392,1997.688669,1178.667949,2.008073762,3.927056358,0.736226528,1.358,5.326373045,5.422235121,0.60683509,3.073
8401,0.997061109,0.002947554,0.054291376,0.024215133,0.050940006,0.001813195,3.209885826,0.999970288,0.997061109,207.1125245,277.1107742,43.12020181,1762.488246,2031.164144,1551.259489,2.276427675,4.755036027,0.874170693,1.358,4.274203712,4.548160382,0.863365476,3.073
8402,0.997588145,0.002417686,0.049169972,0.021321275,0.044717053,0.001644187,3.549163218,0.999977742,0.997588145,186.220979,204.2176606,90.71766457,2110.774864,1956.605599,1084.405535,3.669326973,2.167917326,0.802349481,1.358,2.530092998,4.902981773,0.834289902,3.073
8405,0.997839807,0.00216487,0.046528163,0.020005589,0.042780706,0.001715001,2.768868662,0.999978857,0.997839807,186.8048334,316.5720288,62.404982,1978.772729,1701.409363,1470.74998,2.8976403,3.483454194,1.310873699,1.358,5.910382004,4.108529105,0.666765128,3.073
8407,0.998057879,0.0019459,0.044112361,0.019408164,0.04164879,0.001592771,2.708693384,0.99998215,0.998057879,179.3195086,229.996173,82.88779499,1527.254247,1866.488504,980.9808897,2.403982083,3.758206717,1.36347623,1.358,5.63979338,3.847310442,0.740273301,3.073
8410,0.998118567,0.001884979,0.043416345,0.018981045,0.040701249,0.001633659,2.382613489,0.999982166,0.998118567,171.3240962,256.7596384,50.53838276,2166.548207,2001.940759,1406.019292,3.798757943,4.146954801,1.061717292,1.358,5.795939795,3.310461669,0.544176392,3.073
8418,0.99851407,0.001488141,0.038576429,0.01692173,0.035836648,0.001393349,1.378018416,0.999987685,0.99851407,175.6069941,282.675123,111.4187244,1844.565348,1913.118144,1325.187074,2.729332854,4.990188608,0.615024948,1.358,2.169131023,3.063008681,0.320130631,3.073
8424,0.998404669,0.00159788,0.039973491,0.016885931,0.036296335,0.001341905,2.208270144,0.999989431,0.998404669,181.9898163,227.0513949,101.6107522,1513.90962,1780.745043,905.0591144,4.15583631,1.02851062,1.228863422,1.358,3.308440608,5.873600657,0.38076955,3.073
8425,0.998520098,0.001482095,0.038497993,0.016629688,0.035640902,0.001294973,1.956366002,0.999990224,0.998520098,173.0345688,208.323293,80.03993989,1756.881541,1671.378102,996.1900784,2.344077817,3.574402437,0.717883916,1.358,4.255443915,3.568622272,0.781624409,3.073
8427,0.998495055,0.001507213,0.038822846,0.016709987,0.035095156,0.001407486,0.871169308,0.9999895,0.998495055,172.0051014,194.9545707,118.2586224,1948.16266,1557.334094,958.5605569,3.47743825,1.164334896,0.602963867,1.358,2.180244997,5.577834478,0.540050129,3.073
8429,0.998644363,0.001357477,0.036843959,0.016586274,0.034625632,0.001259524,1.345260048,0.999990872,0.998644363,183.7302367,261.6770742,80.52261323,1737.837645,1655.681499,1176.499134,2.155335922,2.062262668,1.317780867,1.358,5.721278958,4.481571395,0.61604411,3.073
8431,0.998585964,0.001416038,0.037630284,0.016451233,0.034581581,0.001321488,0.950161683,0.999990437,0.998585964,203.9763214,292.0000058,61.12172555,1966.516118,1651.134088,915.4010458,3.135775954,4.030336573,0.608835666,1.358,3.351201401,5.82195027,0.944727529,3.073
8434,0.997513755,0.002492442,0.049924365,0.019859588,0.043605278,0.001670915,2.721746878,0.999984443,0.997513755,204.2661198,181.4076817,58.08678074,1658.017175,2129.488178,1563.122032,2.067736969,1.771757248,1.424199668,1.358,4.649881174,3.783360021,0.493372386,3.073
8433,0.992227386,0.0078335,0.088507064,0.026875134,0.059867915,0.002810385,10.61439304,0.999953889,0.992227386,194.8564901,210.5196233,105.9942746,1639.422592,1716.623822,1468.146541,4.340014085,2.897650254,0.807414451,1.358,2.336749366,3.260615367,0.8397648,3.073
8439,0.993541881,0.006500098,0.080623182,0.027054039,0.065973821,0.002777895,8.079621203,0.999959467,0.993541881,191.2500552,280.8120494,100.7297429,1792.288312,2029.686371,1571.57608,4.783353386,1.567422984,0.574587198,1.358,4.008426944,3.694758946,0.775455966,3.073
8440,0.998599207,0.001402758,0.037453413,0.016532354,0.035975745,0.00130878,0.850071439,0.999991013,0.998599207,209.3152959,190.9656887,74.32045667,1888.595668,1780.266709,1414.988903,2.551322062,3.180244709,0.463286384,1.358,2.627537788,5.583850219,0.494968386,3.073
8444,0.992471977,0.007585124,0.087092617,0.029060565,0.070912101,0.003015333,7.774752003,0.999951428,0.992471977,179.2456628,220.5468248,101.564595,1515.978871,1753.371073,944.3821132,1.133641706,1.721732951,0.649503183,1.358,2.513562844,4.013799159,0.486888198,3.073
8446,0.992208861,0.007852317,0.088613302,0.029313432,0.071312424,0.003074219,7.59319077,0.999949665,0.992208861,190.3513195,290.4402948,73.42385325,1754.426232,1991.057209,1021.701581,4.945831733,4.982440761,0.567086071,1.358,2.192957858,3.673771469,0.409933187,3.073
8450,0.989506135,0.010605154,0.10298133,0.035606333,0.090561551,0.00377106,7.33876685,0.999935145,0.989506135,191.4203835,190.8799724,102.9829316,1550.822047,1919.860196,1057.506275,3.183889616,4.885976384,0.414004268,1.358,4.624142891,3.611350662,0.553042638,3.073
8453,0.985838978,0.014364437,0.119851729,0.043550845,0.112027095,0.004481521,6.751285343,0.999906263,0.985838978,202.249849,253.4544686,98.80874844,1834.863405,2032.589505,1403.454707,2.980639375,2.423931062,0.55397938,1.358,2.246505441,2.677373545,0.412886991,3.073
8463,0.992562956,0.007492768,0.086560774,0.03895876,0.060970187,0.003397046,3.589035707,0.999926438,0.992562956,191.7942014,199.973672,104.064901,1515.405869,2165.671656,1282.618345,4.889394656,3.987978677,0.412246918,1.358,2.118130577,4.503260943,0.534084595,3.073
8465,0.834446674,0.198398928,0.445419946,0.063545182,0.077863806,0.020490302,94.04109192,0.997807321,0.834446674,176.6264858,239.0430736,61.04502088,1790.000175,1610.130531,1446.090727,1.054420058,2.470110774,0.992882756,1.358,5.858657914,5.018404041,0.879305699,3.073
8467,0.990623907,0.009464836,0.09728739,0.046039962,0.0591342,0.006362455,5.082617018,0.999856052,0.990623907,202.3529661,207.6263318,76.35414279,1569.349706,2075.601238,1562.003285,1.141745278,1.878705882,1.049758157,1.358,4.77521262,3.02528786,0.455054183,3.073
8470,0.992210009,0.007851151,0.088606722,0.041290539,0.048879411,0.005834162,1.530974482,0.999855428,0.992210009,206.6896731,314.7586675,53.0766061,1520.691949,1973.405469,1127.202189,2.708165441,2.872578894,0.677457612,1.358,4.267278141,3.37610745,0.79930336,3.073
8473,0.83735321,0.194239167,0.440725727,0.094994881,0.162864246,0.014712436,180.8366641,0.998928204,0.83735321,195.0030897,286.6971496,71.09214894,2071.587485,1792.450843,1400.754311,1.736059972,2.642246406,0.727427939,1.358,4.216658931,3.842211715,0.706644988,3.073
8479,0.991245392,0.008831928,0.093978339,0.046951773,0.069449981,0.005739236,1.148150677,0.999882275,0.991245392,181.8039193,249.7609251,65.10658746,1737.484247,1593.615646,904.1708407,1.017225268,2.942333688,1.018159949,1.358,3.039076134,5.731573052,0.766009929,3.073
8481,0.979120125,0.021325141,0.146031301,0.088462538,0.149682073,0.007972858,5.2246595,0.999836684,0.979120125,208.663155,185.9479994,112.020139,2094.069092,1940.06775,1476.787116,1.444795302,4.141326486,0.989868791,1.358,3.490629172,4.897006805,0.57650407,3.073
8475,0.929286253,0.076094688,0.275852656,0.096384452,0.145381661,0.015063388,24.57858421,0.999144399,0.929286253,199.4141171,219.1751654,102.5858451,1647.497625,1993.984398,1181.970107,4.829439349,2.524974422,0.749586734,1.358,3.070870497,4.087733461,0.42596085,3.073
8485,0.984156142,0.016098927,0.126881546,0.069879669,0.098777969,0.007111375,4.346710207,0.999776019,0.984156142,203.381258,280.633194,46.3730428,1815.866432,2161.366518,1436.703848,4.8467197,1.450281723,1.248870216,1.358,2.911731945,2.450771538,0.573990718,3.073
8488,0.958448901,0.043352441,0.208212489,0.105009733,0.218808832,0.035135878,2.86126108,0.990694641,0.958448901,175.8690808,238.0889084,52.25038604,2187.676,1951.624034,1438.376014,2.638114828,4.035303147,0.9434246,1.358,4.550907764,4.33727725,0.947298947,3.073
8480,0.977381269,0.023142177,0.152125531,0.091352925,0.183527859,0.006032917,7.544349809,0.999890208,0.977381269,189.5613439,291.9563107,90.03537848,1761.133189,1719.822464,1638.199489,4.083479513,4.143575615,0.668574241,1.358,2.267138889,3.688847704,0.949364481,3.073
8490,0.983944084,0.016317915,0.127741594,0.071930918,0.13402147,0.004258882,16.22000726,0.999924601,0.983944084,198.2000953,270.0818323,115.6723614,1772.973339,1727.130676,1122.798291,1.011193663,2.488625466,0.606505314,1.358,4.320273622,5.609465496,0.675194709,3.073
8491,0.97641238,0.024157436,0.155426626,0.093802867,0.182912535,0.006215626,5.290478528,0.999889459,0.97641238,196.2227083,206.8221778,49.5798575,2091.217245,1995.197925,1295.129112,2.391593799,3.529989058,0.685305523,1.358,4.896814421,5.600389996,0.676530837,3.073
8497,0.983886441,0.016377458,0.127974444,0.075333771,0.127630502,0.004277103,6.731135329,0.999926372,0.983886441,204.1703432,312.7574814,27.76214703,1673.150028,1625.525135,1342.299938,1.40794592,2.764315879,0.52257634,1.358,2.417741037,2.96121003,0.689369707,3.073
8498,0.993075635,0.006972646,0.08350237,0.039435679,0.07439196,0.002783954,8.966822475,0.999964098,0.993075635,197.5890751,312.8564495,113.6633874,2106.588913,2009.021835,1299.933007,1.222437236,3.807346012,0.60533372,1.358,3.902415044,3.126013783,0.940057102,3.073
8499,0.984822132,0.015411786,0.124144215,0.071581373,0.125421185,0.004145161,6.673303377,0.999931368,0.984822132,197.7580459,256.8613527,69.7098413,1708.342828,1596.379445,1235.82149,1.172193572,2.766611622,0.953857756,1.358,5.722574579,2.775054718,0.874384685,3.073
8500,0.97255214,0.028222508,0.167995559,0.043386813,0.083614438,0.005600942,34.88301971,0.999852996,0.97255214,199.4766979,226.930088,43.24730444,2015.062266,1646.012853,1639.96131,1.169940215,3.341034086,0.585237607,1.358,5.132227853,2.733950273,0.60780292,3.073
8495,0.995647553,0.004371474,0.066117122,0.029615831,0.059750225,0.002204614,7.558278339,0.999974491,0.995647553,173.52571,306.3532824,114.882014,1995.221004,1669.888938,916.184456,1.031215343,2.045206754,0.638294293,1.358,3.010804407,2.423485313,0.770073568,3.073
8496,0.996254055,0.00376003,0.06131908,0.027367135,0.055864347,0.002044851,5.786685594,0.999977759,0.996254055,195.7224255,315.0503561,50.38174824,2077.09928,1869.483547,1330.720958,1.474694913,3.697350184,1.383300501,1.358,3.077008592,3.500476683,0.54182184,3.073
8502,0.996143736,0.003871192,0.062218903,0.027780529,0.056526293,0.002074858,5.632584274,0.99997732,0.996143736,185.9082965,315.6263935,33.988671,2123.867036,1601.551102,1138.336962,1.289023954,1.633487213,0.993532748,1.358,5.263708263,3.308601542,0.882006343,3.073
8503,0.967840003,0.033228629,0.182287216,0.029053966,0.058331244,0.006087061,44.2605341,0.999804456,0.967840003,173.144897,187.5281954,102.1172679,1618.268602,1623.735686,1189.067024,2.354215842,2.857412653,1.401823543,1.358,5.740696007,2.029533441,0.349635332,3.073
8505,0.998038568,0.001965287,0.04433156,0.020385965,0.044996718,0.001504535,2.126440721,0.999987842,0.998038568,191.3924455,246.968167,85.93147667,1554.394544,1605.398622,1614.165938,1.1286209,1.604245133,0.315220428,1.358,3.206121374,5.535093981,0.734757021,3.073
8508,0.998113446,0.00189012,0.043475509,0.020022276,0.043946978,0.001489381,1.563129136,0.999988616,0.998113446,197.0769735,264.7584388,82.7391075,1932.643535,1842.429766,1193.164326,1.135459969,3.460009794,0.653185963,1.358,4.427708292,2.07460926,0.764951495,3.073
8512,0.99831306,0.001689791,0.041107062,0.018999542,0.041457181,0.00137426,1.84356152,0.99998878,0.99831306,175.4547168,208.9967883,29.58594642,2105.101504,2081.413554,1595.051742,1.978736804,2.6312278,0.595885904,1.358,3.59739732,5.80165071,0.482250921,3.073
8513,0.998320682,0.001682143,0.041013939,0.018930261,0.041317562,0.001375678,1.695600322,0.999988852,0.998320682,182.0763664,306.0635083,79.8437398,2087.437315,1615.245599,1350.25903,1.826535165,3.930160334,1.195280391,1.358,4.578709515,3.684524198,0.921990562,3.073
8516,0.998116733,0.001886821,0.04343755,0.019724166,0.043023106,0.001454058,3.356654066,0.99998748,0.998116733,184.9867151,274.2325616,33.96414022,2160.967133,2196.590873,1539.10776,1.619278458,3.50258632,0.697224619,1.358,2.544687135,4.095359446,0.42091489,3.073
8518,0.998011804,0.001992156,0.044633578,0.020117309,0.044015864,0.001501396,3.370728509,0.999986515,0.998011804,175.3612634,261.9791301,92.35777601,1875.816724,1972.488329,1417.998167,1.893085307,4.71365436,1.153141647,1.358,4.506360569,4.260122747,0.348040237,3.073
8523,0.997877003,0.002127513,0.046124976,0.021196849,0.046120399,0.001768929,2.163681145,0.999985188,0.997877003,181.8071547,284.6437506,101.8981643,1671.859102,2091.069856,1080.282336,1.907248066,4.907738131,1.383803635,1.358,5.242815423,5.353275893,0.971064076,3.073
8524,0.997726353,0.002278828,0.047737076,0.021665098,0.046958716,0.001837844,1.579228112,0.999982769,0.997726353,195.5883889,233.9324351,51.39236849,1946.830761,2009.282827,1273.650945,1.844455107,4.397667805,0.722015953,1.358,3.346706018,5.49824779,0.748777253,3.073
8526,0.997619281,0.0023864,0.048850794,0.022506433,0.04852592,0.001876219,1.835141653,0.999982993,0.997619281,188.7195106,244.6994394,108.6070693,1508.033344,2172.73452,1503.992847,3.382037523,2.615883773,0.722092394,1.358,2.796733412,2.814979289,0.863879457,3.073
8528,0.997853401,0.002151217,0.046381211,0.021003559,0.045690695,0.001824155,2.000631587,0.999985562,0.997853401,187.9282373,200.3526407,116.7212538,2163.671569,1679.048754,1504.27035,2.595747741,4.725561812,0.416393102,1.358,2.071228783,2.279654881,0.955521205,3.073
8531,0.997870832,0.002133711,0.046192105,0.020969797,0.045604513,0.001816717,1.8157877,0.999985795,0.997870832,198.3909562,281.6423884,76.63578199,2109.97906,1743.6778,1643.209702,1.625972478,1.457167687,0.501793184,1.358,5.087979567,4.836409591,0.636267524,3.073
8556,0.997335201,0.002671919,0.051690612,0.025083801,0.046911353,0.001773875,0.806919646,0.999983379,0.997335201,197.3824659,297.0185884,106.5382437,1763.649226,2104.183673,1476.051205,4.628045195,4.507077308,0.70381411,1.358,2.450915765,5.481865106,0.434872401,3.073
8565,0.993919762,0.006117433,0.078214021,0.028146404,0.056064968,0.002606587,2.300154864,0.999957031,0.993919762,179.1779136,278.1844341,100.4760612,1583.875685,2134.899066,1254.003655,3.233204071,3.253380777,0.458722402,1.358,4.162375083,3.523808053,0.621042047,3.073
8564,0.989408714,0.010704662,0.103463338,0.035092841,0.073119695,0.00363803,3.489719943,0.999928788,0.989408714,182.8470934,231.0946137,45.20189723,1890.290249,1775.655389,942.8488141,1.662131909,2.289263759,1.437444828,1.358,4.254414296,2.720378801,0.783674109,3.073
8569,0.979151359,0.021292562,0.145919712,0.05692398,0.122771326,0.005850917,3.683613271,0.999877044,0.979151359,208.9776703,291.3284933,90.20237791,1856.686463,1718.48973,946.6246648,2.070098493,2.708411751,1.433539762,1.358,5.633949667,2.888009062,0.790299286,3.073
8574,0.989687932,0.010419515,0.102076025,0.052306351,0.064251295,0.006238844,5.491084316,0.999812681,0.989687932,191.8965625,268.0261674,55.36468095,1848.582422,2003.683873,1264.585115,4.127728061,3.072789515,1.456183785,1.358,2.697560287,5.510318487,0.764823562,3.073
8575,0.980783227,0.019593293,0.139976043,0.085503286,0.09351506,0.009154287,3.801098759,0.99960112,0.980783227,206.5006498,291.760867,39.16047157,2246.41755,1828.902778,1416.210411,1.488264974,3.006050883,0.669178235,1.358,3.95264283,5.956824023,0.302355341,3.073
8571,0.986202167,0.013990876,0.118283035,0.06438216,0.080432386,0.007693662,5.092679005,0.999678661,0.986202167,194.2531989,203.4197897,78.89655477,2209.441948,1728.894882,1615.150735,4.760702,1.658003722,1.056961665,1.358,3.580153985,2.177299388,0.772718289,3.073
8576,0.989595001,0.010514401,0.102539753,0.051188006,0.069562686,0.006675441,3.82724192,0.999753172,0.989595001,190.1510342,206.0142359,68.52722554,1813.906055,1728.183002,1190.419083,2.2921683,2.599258081,0.793225053,1.358,3.102206653,2.899555323,0.382370981,3.073
8563,0.994109021,0.005925888,0.076979791,0.035571178,0.050276089,0.004735218,1.795544121,0.999866183,0.994109021,170.1167992,192.0331404,98.92487742,2238.562199,2173.423899,1124.257256,3.018142165,3.928832317,1.190561301,1.358,5.640763678,4.086535314,0.634815898,3.073
8579,0.999138495,0.000862248,0.02936406,0.012040316,0.018339825,0.006717124,0.06897984,0.999821575,0.999138495,190.8541697,267.5446311,34.68173833,1560.276429,2031.917357,1571.663898,4.598958528,2.670173889,0.670084081,1.358,5.683771918,4.85705348,0.379980743,3.073
8582,0.986380158,0.013807903,0.117507034,0.061872162,0.107244952,0.007034825,1.670756259,0.999838556,0.986380158,206.7143329,243.0534492,116.431806,1851.00244,1766.643315,1128.716686,2.366063049,2.448515877,0.452097009,1.358,3.942011721,3.259630046,0.647400895,3.073
